Tweet,Sentimen,Emosi,Processed_Tweet
"Knp sebagian marah kepada LBP krn di tengah wabah Covid 19, LBP justru terkesan tdk serius melawan wabah Covid 19 dengan membela kedatangan TKA China di saat aturan sdh melarang, selain itu jg terkesan memaksakan pindah IKN di saat negara justru kumpulkan sumbangan tuk covid 19",0.0,-1,knp sebagian marah kepada lbp krn di tengah wabah covid lbp justru terkesan tdk serius melawan wabah covid dengan membela kedatangan tka china di saat aturan sdh melarang selain itu jg terkesan memaksakan pindah ikn di saat negara justru kumpulkan sumbangan tuk covid
min ini kenapa pamnya mati ya?Kp. Setu bintara jaya rt/rw 08/02010507008034Ada aja lagi covid 19 gini pake mati segala. Ini gimana coba mau cuci tangan segala macem kalo air mati?,-1.0,-1,min ini kenapa pamnya mati yakp setu bintara jaya rtrw ada aja lagi covid gini pake mati segala ini gimana coba mau cuci tangan segala macem kalo air mati
"Dari dulu juga pak Jokowi suka suka membagikan rejeki ke masyarakat yang membutuhkan, gausah menprovokasi seakan akan itu tidak baik, kalau lu gasuka yagausah komentar, cukup diam saja, daripada mmperkeruh suasana, afau lu jadi relawan covid sana..",1.0,-2,dari dulu juga pak jokowi suka suka membagikan rejeki ke masyarakat yang membutuhkan gausah menprovokasi seakan akan itu tidak baik kalau lu gasuka yagausah komentar cukup diam saja daripada mmperkeruh suasana afau lu jadi relawan covid sana
PMI Muba Buka Pendaftaran Relawan Kemanusiaan Hadapi Covid-19,1.0,2,pmi muba buka pendaftaran relawan kemanusiaan hadapi covid
"Selamatkan Indonesia, dengan selalu kenakan masker saat keluar rumah. Mari jadikan masker sbg kebutuhan pokok saat ini. Semoga Pandemi Virus Corona Covid-19 segera berlalu.",1.0,-1,selamatkan indonesia dengan selalu kenakan masker saat keluar rumah mari jadikan masker sbg kebutuhan pokok saat ini semoga pandemi virus corona covid segera berlalu
"semoga secepetnya ini virus covid-19 ngilang, dan kita semua bisa beraktifitas dengan normal kembali.",1.0,-1,semoga secepetnya ini virus covid ngilang dan kita semua bisa beraktifitas dengan normal kembali
Waktu ngelebelin status peserta test covid . Merah aku isi pdi. Biru aku isi demokrat atau pan ya?,0.0,-2,waktu ngelebelin status peserta test covid merah aku isi pdi biru aku isi demokrat atau pan ya
Lama2 eneg juga liat driver ojol ini. Makin ngelunjak. Emangnya cuma kalian apa yg terdampak covid 19 ini. Semua tau!!! Gimana ne mentri yg punya? Urus dong diver2nya. Koq negara yg jd repot dibuat,-1.0,-2,lama eneg juga liat driver ojol ini makin ngelunjak emangnya cuma kalian apa yg terdampak covid ini semua tau gimana ne mentri yg punya urus dong divernya koq negara yg jd repot dibuat
Susah gila nak control org tua nie...hari2 riso jea...apa lg dia nak buat setiap hari...x control nanti effect semua org..stresss nya...dahla kena wfh...Ya Allah cepat la reda covid nie aminnn..,1.0,-1,susah gila nak control org tua niehari riso jeaapa lg dia nak buat setiap harix control nanti effect semua orgstresss nyadahla kena wfhya allah cepat la reda covid nie aminnn
"Dulu pas mau sakit selalu bilang ke temen gini : ""Teman... tolong dong infusin""""Teman aku sakit, bawain obat yaa""__Nah sekarang ??Mau ngomong pusing, flu, batuk, panas, sesak nafas. Takut dikira kenak covid-19 ",0.0,-1,dulu pas mau sakit selalu bilang ke temen gini teman tolong dong infusinteman aku sakit bawain obat yaanah sekarang mau ngomong pusing flu batuk panas sesak nafas takut dikira kenak covid
GARIS PANDUANAmalan Langkah Pencegahan COVID-19 Industri Pembinaan,1.0,2,garis panduanamalan langkah pencegahan covid industri pembinaan
"Dampak Covid-19, Ketua AMPI Palas Bagikan Sembako kepada Abang Becak",1.0,1,dampak covid ketua ampi palas bagikan sembako kepada abang becak
"anda melakukan hoax terberat dalam kasus covid-19 dimana kalimat anda berupa statement bukan seperti pakar yg hanya bisa memperkirakan. anda telah menciderai profesi sbg pengacara, pantesan anda kalah dlm gugatan pilpres, gak heran sih twit anda menggambarkan kualitas anda.bye",-1.0,-2,anda melakukan hoax terberat dalam kasus covid dimana kalimat anda berupa statement bukan seperti pakar yg hanya bisa memperkirakan anda telah menciderai profesi sbg pengacara pantesan anda kalah dlm gugatan pilpres gak heran sih twit anda menggambarkan kualitas andabye
"pengen banget optimis keadaan bakal secepatnya pulih lagi,tp kenyataanya melow tiap hari..blm jg si covid membaik udh ada dentuman lagi. yaallah sampe kapan",1.0,-1,pengen banget optimis keadaan bakal secepatnya pulih lagitp kenyataanya melow tiap hariblm jg si covid membaik udh ada dentuman lagi yaallah sampe kapan
HIMBAUAN Untuk Masyarakat Pamoyanan Agar Sementara Waktu Bekerja Dan Beribadah Memutus Rantai Penyebaran Wabah Penyakit Covid-19.,1.0,1,himbauan untuk masyarakat pamoyanan agar sementara waktu bekerja dan beribadah memutus rantai penyebaran wabah penyakit covid
Bagaimana Mekanisme Membentuk Desa Tanggap COVID-19 dan Relawan Desa Lawan COVID-19,0.0,2,bagaimana mekanisme membentuk desa tanggap covid dan relawan desa lawan covid
mari basmi kegabutan serta covid,1.0,2,mari basmi kegabutan serta covid
Akibat dari kurang nya pengetahuan tentang penyebaran virus COVID-19. Mengakibatkan warga menjadi ketakutan yang berlebihan.,1.0,1,akibat dari kurang nya pengetahuan tentang penyebaran virus covid mengakibatkan warga menjadi ketakutan yang berlebihan
Iya yang aku mau di rumah aku mau di rumah aku mau di rumah akuAutocorrect versi covid,0.0,1,iya yang aku mau di rumah aku mau di rumah aku mau di rumah akuautocorrect versi covid
Hah pergi la gunting rambut..arini pergi sok lusa positive covid,-1.0,-2,hah pergi la gunting rambutarini pergi sok lusa positive covid
Informatorium Obat COVID-19 di Indonesia Maret 2020,-1.0,2,informatorium obat covid di indonesia maret
Putus Wabah Covid-19 dengan Tetap Dirumah Aja..,1.0,2,putus wabah covid dengan tetap dirumah aja
Selamat malam travelers..  Di tengah Pandemi Covid-19 ini Gardi Tour masih tetap standby ya travelers..WFH senin-jumat : 10.00 - 16.00Untuk informasi seputar traveling bisa hubungi :0818-0608-8804 |,0.0,2,selamat malam travelers di tengah pandemi covid ini gardi tour masih tetap standby ya travelerswfh seninjumat untuk informasi seputar traveling bisa hubungi
"Negara kita bukan masalah covid,tp org2nya yg aneh,yg mw bikin rusuh,yg provokator lah,salah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesama/tenaga medis,yg diputer sinetron,kekerasan makanya masyaraktnya kerasss",-1.0,-2,negara kita bukan masalah covidtp orgnya yg anehyg mw bikin rusuhyg provokator lahsalah juga sih pemerintah ga pernah sosialisasi kemasy buat menghormati sesamatenaga medisyg diputer sinetronkekerasan makanya masyaraktnya kerasss
"Kedatangan dan kehadiranmu menggucang kami dan seluruh dunia..Tak kuasa menahan arus yang engkau sebarkan, itulah covid 19,,tapi kami selalu yakin ini akan berakhir atas Kuasa Alloh.,.Ya Alloh izinkan kami menikmati bulan Ramadhan yang sebentar lagi tiba.",1.0,-1,kedatangan dan kehadiranmu menggucang kami dan seluruh duniatak kuasa menahan arus yang engkau sebarkan itulah covid tapi kami selalu yakin ini akan berakhir atas kuasa allohya alloh izinkan kami menikmati bulan ramadhan yang sebentar lagi tiba
"Kok aku agak heran ya, di beberapa daerah di jateng yg positif covid baru2 ini lumayan banyak kasusnya ternyata dari acara di Gowa itu. Bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan",-1.0,-2,kok aku agak heran ya di beberapa daerah di jateng yg positif covid baru ini lumayan banyak kasusnya ternyata dari acara di gowa itu bukannya udh dicancel ya acaranya dan itu udah lama juga kan ya kayaknya udah mau sebulan
SETIAP TINDAKAN ADA KONSEKUENSINYA dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati- hati/serampangan.,1.0,-2,setiap tindakan ada konsekuensinya dibaca untuk memahami mengapa manusia harus berbicara dan bertindak hati hatiserampangan
sedap gak nama covid lee tu,0.0,-1,sedap gak nama covid lee tu
Erm rasa dah boleh simpan la rambut ni.bile betul betul Covid 19 dah Hilang.PKP pun dah takde baru la tunggu masa umi bising ,0.0,1,erm rasa dah boleh simpan la rambut nibile betul betul covid dah hilangpkp pun dah takde baru la tunggu masa umi bising
"Covid, dentuman, gunung berapi :')",0.0,-1,covid dentuman gunung berapi
"Cegah penyebaran Covid-19, Lanud ZAM distribusikan APD",1.0,2,cegah penyebaran covid lanud zam distribusikan apd
"Pandemi Covid-19 ini mengajarkan kita banyak hal. Bagaimana kita menjadi orang yang lebih sabar, bersyukur & berhemat. Dan mengajarkan para kaum hawa untuk perawatan dan merindu. Merindukan segala aktivitas diluar rumah",1.0,2,pandemi covid ini mengajarkan kita banyak hal bagaimana kita menjadi orang yang lebih sabar bersyukur berhemat dan mengajarkan para kaum hawa untuk perawatan dan merindu merindukan segala aktivitas diluar rumah
Segala keputusan ini hanya akan mencipta kluster baru..adakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif MCO dan pencegahan wabak covid-19,0.0,-2,segala keputusan ini hanya akan mencipta kluster baruadakah sebahagian menteri atau pihak yg terlibat dlm dasar ini tahu apakah objektif mco dan pencegahan wabak covid
"Saya do'akan kita semua sehat wal afiat dan musibah covid ini sgr berlalu, tpi jk Allah berkehendak memanggil Bpk lbh cepat ya kami ikhlas krn itu sdh takdir. Mungkin ini cara terbaik untuk Bpk reuni, krn reuni didunia saat ini tdk perbolehkan..",-1.0,-1,saya doakan kita semua sehat wal afiat dan musibah covid ini sgr berlalu tpi jk allah berkehendak memanggil bpk lbh cepat ya kami ikhlas krn itu sdh takdir mungkin ini cara terbaik untuk bpk reuni krn reuni didunia saat ini tdk perbolehkan
"jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya. kalo semua warga punya pikiran gitu, siapa yang mau jadi tenaga medis cok?",-1.0,-2,jenazah tenaga medis covid ditolak warga dimakamin di lingkungan sekitarnya kalo semua warga punya pikiran gitu siapa yang mau jadi tenaga medis cok
Bantu ngerawat pasien covid aja bin. Tapi ga pakek Apd wkwk,-1.0,-1,bantu ngerawat pasien covid aja bin tapi ga pakek apd wkwk
"baik jugaa, di daerah kamu gimana covid? stay safe yaa",1.0,1,baik jugaa di daerah kamu gimana covid stay safe yaa
"Saya belum lihat video versi full nyaSebetulnya vitamin dan obat2an pendukung, atau spesifik obat untuk covid-19 ?",0.0,1,saya belum lihat video versi full nyasebetulnya vitamin dan obatan pendukung atau spesifik obat untuk covid
Wah dinas sosial rasis banget nih,-1.0,-2,wah dinas sosial rasis banget nih
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dngan Tetap di Rumah, jngan mudik, gnakan Masker, jga Kebersihan serta Cuci Tangan",1.0,1,mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dngan tetap di rumah jngan mudik gnakan masker jga kebersihan serta cuci tangan
"Gara2 abis ngasih donasi ke rumah sakit, batuk2 dikit lgsg parno.. krn td di RSU ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn. Asal jgn sampe mak w dgr, takut bsk pagi bgn2 rumah kosong krn sekelurga pada kabur krmh abang w",-1.0,-1,gara abis ngasih donasi ke rumah sakit batuk dikit lgsg parno krn td di rsu ngelewatin ruang isolasi pasien covid pdhl mah batuk biasa akibat minum dingin mulu dr kmrn asal jgn sampe mak w dgr takut bsk pagi bgn rumah kosong krn sekelurga pada kabur krmh abang w
"Dear ojol, hidup yg susah selama covid-19 bukan kalian aja. Banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian. Yuk main-main ke daerah rumah saya, bahkan mereka pasrah kalau mati karna kelaparan",-1.0,-2,dear ojol hidup yg susah selama covid bukan kalian aja banyak pemulung dan tukang jualan yg jauh lebih susah dibanding kalian yuk mainmain ke daerah rumah saya bahkan mereka pasrah kalau mati karna kelaparan
Yg aing heran dari orang yg nolak jenazah korban covid-19. Emang mau pada tiap hari main/nongki di makam atau pada takut kalo virusnya jalan sendiri dr makam terus ngetok pintu rumah masing2 warga. Kan enggak kan cuy. Bingung aing,0.0,-2,yg aing heran dari orang yg nolak jenazah korban covid emang mau pada tiap hari mainnongki di makam atau pada takut kalo virusnya jalan sendiri dr makam terus ngetok pintu rumah masing warga kan enggak kan cuy bingung aing
"Hasil laporan Dinas Kesehatan Kabupaten/Kota dan RS Rujukan Covid di DIY Update hari Sabtu, tanggal 11 April 2020, pkl. 16.00 WIB sebagai berikut:",0.0,1,hasil laporan dinas kesehatan kabupatenkota dan rs rujukan covid di diy update hari sabtu tanggal april pkl wib sebagai berikut
Kementerian sesama mereka tak berbincang ke sis.. jangan lah jadi mcm kerajaan lama x de WhatsApp group dah lah covid senang merebak tak pasal satu kampung kena kurung nnti,0.0,-2,kementerian sesama mereka tak berbincang ke sis jangan lah jadi mcm kerajaan lama x de whatsapp group dah lah covid senang merebak tak pasal satu kampung kena kurung nnti
"Laporkan Satu Kematian Akibat Covid-19, Wali Kota Minta Masyarakat Dukung Upaya Pencegahan Covid-19 -",1.0,-1,laporkan satu kematian akibat covid wali kota minta masyarakat dukung upaya pencegahan covid
"Tetaplah semangat Saudara ku.Seorang Mukmin dengan Mukmin lainnya seperti satu bangunan yang tersusun rapi, sebagiannya menguatkan sebagian yang lain.Dan beliau merekatkan jari-jemarinya..Follow",1.0,2,tetaplah semangat saudara kuseorang mukmin dengan mukmin lainnya seperti satu bangunan yang tersusun rapi sebagiannya menguatkan sebagian yang laindan beliau merekatkan jarijemarinyafollow
Saya setuju. Mmg smua terkesan. Tp inilah cara utk kita putuskan rantaian covid. Be strong semua ,1.0,2,saya setuju mmg smua terkesan tp inilah cara utk kita putuskan rantaian covid be strong semua
"11 April 2020 | Sabtu. Penugasan Di Kawasan TumpuanATM, Pasar Raya & Pasar Awam (PKP) Fasa ke-2  ",0.0,1,april sabtu penugasan di kawasan tumpuanatm pasar raya pasar awam pkp fasa ke
Covid-19 sudah dapat dipastikan berdampak negatif terhadap perekonomian dan ujung-ujungnya penerimaan negara juga terkena imbasnya. ,-1.0,-1,covid sudah dapat dipastikan berdampak negatif terhadap perekonomian dan ujungujungnya penerimaan negara juga terkena imbasnya
"Soal Warga Positif COVID-19 Pasca Hadiri Pernikahan di Tenggarong, Ini Penjelasan Kadinkes",0.0,1,soal warga positif covid pasca hadiri pernikahan di tenggarong ini penjelasan kadinkes
Sikap Gubernur dalam memberikan penghormatan kepada tenaga medis yang meninggal akibat covid-19 akan disiapkan pemakaman di Taman Makam Pahlawan.,1.0,-1,sikap gubernur dalam memberikan penghormatan kepada tenaga medis yang meninggal akibat covid akan disiapkan pemakaman di taman makam pahlawan
"Ayo lawan Covid-19 dengam menjauhi tempat ramai, dekati tempat sepi... seperti hatiku misalnya",0.0,-1,ayo lawan covid dengam menjauhi tempat ramai dekati tempat sepi seperti hatiku misalnya
"Dlm konteks percakapan ini yg saya maksud negara itu adalah pemerintah pusat,merekalah yg plg bertanggung jawab mengatasi masalah skala nasional seperti pandemic covid 19 ini. bukan local government tingkat provinsi atau kelurahan mngingat kewenangn &anggaran yg relatif terbatas",-1.0,-2,dlm konteks percakapan ini yg saya maksud negara itu adalah pemerintah pusatmerekalah yg plg bertanggung jawab mengatasi masalah skala nasional seperti pandemic covid ini bukan local government tingkat provinsi atau kelurahan mngingat kewenangn anggaran yg relatif terbatas
6 mantappppp. Kasi hbs covid dlu skg cari ilham la haha,1.0,1,mantappppp kasi hbs covid dlu skg cari ilham la haha
Co-CEO Gojek Kevin Aluwi mengatakan aktivitas  masyarakat Ibukota mungkin melambat dengan pemberlakuan Pembatasan Sosial Berskala Besar (PSBB) guna menekan penyebaran Covid-19.Selengkapnya ,0.0,1,coceo gojek kevin aluwi mengatakan aktivitas masyarakat ibukota mungkin melambat dengan pemberlakuan pembatasan sosial berskala besar psbb guna menekan penyebaran covidselengkapnya
"Update 11/4 Pukul 18.00 Wib Covid 19 Tuban :  3Hari ini ada satu PDP baru dari kecamatan Plumpang saat ini dirawat di RSUD Tuban, 2 PDP sebelumnya dan 1 Orang positif sudah mulai membaik, bisa berkatifitas",0.0,2,update pukul wib covid tuban hari ini ada satu pdp baru dari kecamatan plumpang saat ini dirawat di rsud tuban pdp sebelumnya dan orang positif sudah mulai membaik bisa berkatifitas
Masukkan aja ruang isolasi yg + covid 19.,-1.0,-1,masukkan aja ruang isolasi yg covid
"Covid-19: Alumni Relief Fund - Bahagia Berbagi dengan Sahabat Alumni ""Dari Kita Untuk Kita"". DPW JABODETABEK",1.0,2,covid alumni relief fund bahagia berbagi dengan sahabat alumni dari kita untuk kita dpw jabodetabek
MASIH COVID WOYYYY,0.0,-2,masih covid woyyyy
korang yang degil gitu je tak tahu nak duduk diam kat rumah hahaha harap harap korang kene covid je hahaha mati je lah korang,-1.0,-2,korang yang degil gitu je tak tahu nak duduk diam kat rumah hahaha harap harap korang kene covid je hahaha mati je lah korang
"Antisipasi Penyebaran Virus Covid-19, ini arahan Gubernur Jatim",1.0,1,antisipasi penyebaran virus covid ini arahan gubernur jatim
